"","GSPAR_IDS","ALTAR_ID","REPORT_YEAR","BASIN_NAME","SUBBASIN_NUMBER","SINGLE_MULTIPLE_AR","ANNUAL_REPORT_AREA","METHOD_USED","TOTAL_WATER_USE","WST_EXPLANATION","WST_GROUNDWATER","WST_OTHER","WST_RECYCLED_WATER","WST_REUSED_WATER","WST_SURFACE_WATER","WUS_AGRICULTURAL","WUS_EXPLANATION","WUS_INDUSTRIAL","WUS_MANAGED_RECHARGE","WUS_MANAGED_WETLANDS","WUS_NATIVE_VEGETATION","WUS_OTHER","WUS_URBAN","sum_used_up","total_water_and_other","total"
"363","414",NA,2024,"BEAR VALLEY","8-009","Single Annual Report","Entire Basin","Urban - meters. Private well pumping - estimated. Surface water - meters.",3102,"",0,0,0,0,1467,0,"",0,0,0,0,0,3102,3102,1467,-1635
"364","403",NA,2024,"BEDFORD-COLDWATER","8-004.02","Single Annual Report","Entire Basin","Meters and estimated pumping from private pumpers",7961,"",2722,0,1192,0,4047,1619,"",434,0,0,0,0,5908,7961,7961,0
"365","478",NA,2024,"BIG VALLEY","5-015","Single Annual Report","Entire Basin","Self-reported data available in the SWRCB Water Rights Information Management System (eWRIMS) were used to estimate annual surface water diversions. Groundwater pumped by public water systems were estimated based on available data in the SWRCB Electronic Annual Report database. Groundwater extraction for self-supplied users was estimated based on land use data and the populations outside of public water system service areas. A flow model was used to estimate groundwater demand for agriculture and groundwater uptake by natural vegetation. Groundwater demand for agriculture was estimated based on crop water demand that is not met by precipitation and surface water diversions. Plant water uptake was estimated using vegetation type, climate, availability of shallow groundwater and the rooting depth of plants.",25100,"",25070,0,0,0,30,9200,"Small water systems and domestic wells",0,0,0,13200,2206,521,25127,25100,-27
"366","468",NA,2024,"BOWMAN","5-006.01","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/ per capita water use, metered municipal water use,
and estimates based on historic water rights data for dry and critical years",20100,"",4900,0,0,0,15200,18000,"Rural Residential",0,0,0,0,1500,600,20100,20100,0
"367","436",NA,2024,"BUTTE","5-021.70","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/ per capita water use, metered municipal water use, and estimates based on historic water rights data for dry and critical years",995300,"",154800,0,0,0,824700,875600,"Rural Residential",0,0,116100,0,1300,2300,995300,979500,-15800
"368","432",NA,2024,"BUTTE VALLEY","1-003","Single Annual Report","Entire Basin","Methods for groundwater use is the Butte Valley Integrated Hydrologic Model and an estimate based on the Census population in the groundwater basin. Managed wetland water use estimate supplied by CDFW. Applied surface water is a data gap in WY 2024 and an estimate cannot be determined. Applied water for native vegetation water use sector is a data gap.",67640,"",67640,0,0,0,0,65400,"",0,0,1800,0,0,440,67640,67640,0
"369","474",NA,2024,"CARPINTERIA","3-018","Single Annual Report","Entire Basin","Quantification of total water use was completed through reporting of metered groundwater production data from CVWD, metered surface water use, and from models used to estimate irrigated agriculutural crop water supply requirements based on land uses and metered data. ",7341,"",4547,0,0,0,2794,3565,"",0,0,0,0,0,3776,7341,7341,0
"370","444",NA,2024,"CASTAC LAKE VALLEY","5-029","Single Annual Report","Entire Basin","Groundwater is the only supply source within the Basin, so total water use is equal to that of total estimated groundwater extraction. Water year total and monthly groundwater pumping data for the Basin are derived from available reported flowmeter readings between October 2023 and September 2024 and from historical flowmeter readings for the Tejon MS well and other minor estimated pumping. Groundwater use data from flowmeter readings generally are reported by AF, with a precision of 0.001 AF, however some municipal water suppliers report in gallons, with a precision of 1.0 gallon.",403,"",403,0,0,0,0,5,"",0,0,0,0,0,398,403,403,0
"371","384",NA,2024,"CHOWCHILLA","5-022.05","Single Annual Report","Entire Basin","Sum of groundwater and surface water reported in Sections A-C (Sections 3-4 of the Annual Report). It is noted that this is a refinement of the approach in prior Annual Reports.",458400,"",256000,0,0,0,202400,392900,"",0,60000,0,0,0,5500,398400,458400,60000
"372","392",NA,2024,"COLUSA","5-021.52","Single Annual Report","Entire Basin","Groundwater is determined following the methods described in Part B. Surface water is determined following the methods described in Part C. Totals are rounded.",2105600,"",562100,0,0,0,1543500,1953100,"",0,33000,108500,0,0,11000,2072600,2105600,33000
"373","433",NA,2024,"CORNING","5-021.51","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/ per capita water use, metered municipal water use, and estimates based on historic water rights data for dry and critical years",183300,"",153600,0,0,0,29700,179200,"Rural Residential",0,0,0,0,1800,2300,183300,183300,0
"374","398",NA,2024,"CUYAMA VALLEY","3-013","Single Annual Report","Entire Basin","Water budgets in the Cuyama Basin GSP were developed using the Cuyama Basin Water Resources Model (CBWRM) model, which is a fully integrated surface and groundwater flow model covering the Basin. The CBWRM was used to develop a historical water budget that evaluated the availability and reliability of past surface water supply deliveries, aquifer response to water supply, and demand trends relative to water year type. For the Annual Report for the 2023-2024 water year, the CBWRM model was extended to include the 2024 water year, utilizing updated land use, temperature, and precipitation  data from those years. ",33800,"",33800,0,0,0,0,33600,"",0,0,0,0,0,200,33800,33800,0
"375","456",NA,2024,"DELTA-MENDOTA","5-022.07","Single Annual Report","Entire Basin","Sum of self-reported volumes from each GSA within the Delta-Mendota Subbaisn across seven Subbasin GSA Group regions; Reflects water lost through canal leakage, pipe leakage, and other percolating waters",1452300,"",270200,0,14800,6600,1160700,1127700,"",2800,5700,298900,0,0,17200,1446600,1452300,5700
"376","410",NA,2024,"EAST BAY PLAIN","2-009.04","Single Annual Report","Entire Basin","Metered and billed surface water data reported by local agencies was used to determine the volume of surface water supply. Groundwater extraction was estimated based on previous estimates of pumping developed by Muir (1996), WRIME (2005), and EBMUD (2018) as documented in the GSP.",96176,"",3600,0,2152,0,90124,0,"",17655,0,0,300,0,78221,96176,95876,-300
"377","464",NA,2024,"EAST CONTRA COSTA","5-022.19","Single Annual Report","Entire Basin","East Contra Costa Groundwater-Surface Water Simulation Model (ECCSim) developed for the ECC GSP was used to estimate the Basin's water budget. Groundwater demand for agriculture was estimated based on crop water demand that is not met with reported surface water diversions and metered groundwater. City and Irrigation district groundwater wells were metered. Considered reported domestic wells and PWS in the Subbasin and estimated a pumping amount from report values in SWRCB and and annual use per well. Monthly self reported surface water diversions. ",205905,"",25401,0,1693,0,180504,179250,"",0,0,0,0,0,31638,210888,207598,-3290
"378","421",NA,2024,"EAST SIDE AQUIFER","3-004.02","Single Annual Report","Entire Basin","Agricultrual and urban groundwater extraction data were received from MCWRA and filtered by location for the Eastside Subbasin; approximately 1,580 AF of agricultural pumping were estimated based on data from the past 5 years because MCWRA has yet to receive 2024 data from several pumpers. A similar process was followed for surface water diversions downloaded from the SWRCB via eWRIMS. Many growers and residents noted that some agricultural water use is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use. In WY 2024, 520 AF/yr. of the surface water diversions reported to eWRIMS were reported as a Statement of Diversion and Use and no other surface water use was reported. The groundwater extraction total is inclusive of rural domestic pumping which was estimated using the number of drinking water connections based on data compiled for water systems and 2024 County of Monterey parcel data; the approximate number of connections is multiplied by a constant pumping rate of 0.35 acre-feet per year (AF/yr) per connection.",81540,"",81540,0,0,0,0,67730,"Estimated rural domestic pumping",0,0,0,0,670,13140,81540,81540,0
"379","385",NA,2024,"EASTERN SAN JOAQUIN","5-022.01","Single Annual Report","Entire Basin","Total water use is the sum of groundwater use (Part A) and surface water use (Part C).",1387588,"",799476,0,0,0,588112,1256376,"",0,0,0,0,0,131212,1387588,1387588,0
"380","389",NA,2024,"EEL RIVER VALLEY","1-010","Single Annual Report","Entire Basin","Municipal suppliers provide data, and estimates are made",13575,"",12859,0,0,0,716,10694,"Rural Domestic",0,0,0,0,414,2467,13575,13575,0
"381","466",NA,2024,"ELSINORE VALLEY","8-004.01","Single Annual Report","Entire Basin","Calculated the total from each water source and total water applied to water use sector from measured metered data collected by EVMWD",29867,"",1926,0,8415,0,19526,336,"",0,0,7404,0,0,22127,29867,29867,0
"382","446",NA,2024,"ENTERPRISE","5-006.04","Single Annual Report","Entire Basin","Direct measurement via flowmeters and estimates from EAGSA model.",49454,"",11995,0,0,0,37459,23265,"",0,0,0,1000,0,25189,49454,49454,0
"383","448",NA,2024,"FILLMORE","4-004.05","Single Annual Report","Entire Basin","Electrical Efficiency, Inactive, Water Meter, Domestic, Weir",34036,"",34036,0,0,0,0,31031,"",0,0,0,0,0,3005,34036,34036,0
"384","422",NA,2024,"FOREBAY AQUIFER","3-004.04","Single Annual Report","Entire Basin","Agricultural and urban groundwater extraction data were received from MCWRA and filtered by location for the Forebay Subbasin; approximately 570 AF of agricultural pumping and 30 AF of urban pumping were estimated based on data from the past 5 years because MCWRA has yet to receive 2024 data from several pumpers. Surface water diversions downloaded from the SWRCB via eWRIMS are also filtered by location. Many growers and residents noted that some agricultural water use is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use, except that diverted by Clark Colony Water Company (CCWC). In other words, the total surface water use includes only the CCWC diversions and appropriative surface water diversions reported to eWRIMS. However, 0 AF/yr. were reported from CCWC and 0 AF/yr. were reported as Appropriative in WY 2024. Approximately 11,720 AF/yr. of the surface water diversions reported to eWRIMS in WY 2024 were reported as a Statement of Diversion and Use. The groundwater extraction total is inclusive of rural domestic pumping which was estimated using the number of drinking water connections based on data compiled for water systems and 2024 County of Monterey parcel data; the approximate number of connections is multiplied by a constant pumping rate of 0.35 acre-feet per year (AF/yr) per connection. The City of Soledad uses approximately 170 AF/yr of recycled water to irrigate schools and turfs. ",118320,"",118150,0,170,0,0,111120,"Estimate rural domestic pumping",0,0,0,0,150,7050,118320,118320,0
"385","395",NA,2024,"INDIAN WELLS VALLEY","6-054","Single Annual Report","Entire Basin","Water meters, electrical meters, population estimates, land use estimates, other estimates",22060,"",20840,0,1220,0,0,8760,"Other includes Federal Use: (1,620 AF), Domestic/Mutual/Co-Ops: (1,460 AF), and recycled water percolation/habitat support (890 AF).",2810,0,0,0,3970,6520,22060,22060,0
"386","",87,2024,"INDIO","7-021.01","Single Annual Report","Entire Basin","99% metered, 1% estimated",550666,"Colorado River Water",265146,271749,13164,0,607,271260,"Other category refers to the unmetered groundwater pumping for domestic uses. Includes only water use in the Subbasin",1808,0,0,0,1500,276098,550666,550666,0
"387","472",NA,2024,"KAWEAH","5-022.11","Single Annual Report","Entire Basin","Sum of groundwater use plus water supplies minus conveyance losses",1039800,"",580500,0,12100,0,577200,499000,"",21800,38300,0,400,0,59200,580400,1169800,589400
"388","430",NA,2024,"KERN COUNTY","5-022.14","Single Annual Report","Entire Basin","Meters, Land Use Calculations, Groundwater Model",3175868,"",1179906,0,56291,922,2075281,2213800,"Banking Recovery, exchanges, pumpins, other uses",0,688278,21643,0,47952,204195,2487590,3312400,824810
"389","453",NA,2024,"KINGS","5-022.08","Single Annual Report","Entire Basin","Sum of all water supplies",2638999,"Riparian diversions and other non-project water",1256556,55773,5028,0,1321642,2192784,"JID Wells Pumped in McMullin GSA",0,200601,0,0,6040,239574,2438398,2638999,200601
"390","424",NA,2024,"LANGLEY AREA","3-004.09","Single Annual Report","Entire Basin","Agricultural and urban groundwater extraction data were received from MCWRA and filtered by location for the Langley Subbasin. Urban pumping data from MCWRA is supplemented with public drinking water systems pumping collected by the SWRCB. WY 2024 SWRCB pumping data is unavailable at the time of this report so 2023 is used as an estimate until 2024 data is available. Rural domestic pumping is estimated using the number of drinking water connections based on data compiled for water systems and 2024 County of Monterey parcel data; the approximate number of connections is multiplied by a constant pumping rate of 0.35 acre-feet per year (AF/yr) per connection. Surface water diversion data were downloaded from the SWRCB via eWRIMS and filtered by location for the Langley Area Subbasin. In WY 2024, no surface water diversions of any kind were reported to eWRIMS.",1510,"",1510,0,0,0,0,100,"Estimated rural domestic pumping",0,0,0,0,840,570,1510,1510,0
"391","417",NA,2024,"LAS POSAS VALLEY","4-008","Single Annual Report","Entire Basin","meters, reported sales",35223,"",26668,0,876,0,7679,23136,"domestic",0,0,0,0,54,9746,32936,35223,2287
"392","",90,2024,"LIVERMORE VALLEY","2-010","Single Annual Report","Entire Basin","Sum of groundwater, surface water, and recycled water.",50310,"",6919,0,6411,0,36980,5440,"",0,0,0,0,0,44870,50310,50310,0
"393","",85,2024,"LLAGAS AREA","3-003.01","Single Annual Report","Entire Basin","Metered (most use) or estimated using table of average uses or crop factors (estimated groundwater use). The distribution of 2,300 AF of recycled water in the various water use sectors is based on the distribution ratio from 2023 data because the 2024 data is not available yet. Note - Industrial use for all water sources except recycled water is grouped with municipal use under Urban water use sector because we don't have data to distinguish between municipal and industrial use. ",46800,"",44100,0,2300,0,400,26080,"",580,25700,0,0,0,20140,46800,46800,0
"394","470",NA,2024,"LOS MOLINOS","5-021.56","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/ per capita water use, metered municipal water use, and estimates based on historic water rights data for dry and critical years",68700,"",18900,0,0,0,49800,67500,"Rural Residential",0,0,0,0,1000,200,68700,68700,0
"395","391",NA,2024,"MADERA","5-022.06","Single Annual Report","Entire Basin","Sum of groundwater and surface water reported in Sections A-C (Sections 3-4 of the Annual Report). It is noted that this is a refinement of the approach in prior Annual Reports; this refinement was made as part of efforts to bring consistency across the Subbasin water budget in the coordinated Subbasin Annual Report document.",805400,"",536400,0,0,0,269000,772800,"",0,7400,0,0,0,25200,798000,805400,7400
"396","405",NA,2024,"MERCED","5-022.04","Single Annual Report","Entire Basin","Total water use is a simple sum (by sector) of the groundwater use and total surface water available for use. Groundwater use was calculated by a mixture of direct measurements, estimates from the MercedWRM, and estimates from Merced National Wildlife Refuge staff. Surface water diversions were measured directly.",1068989,"",569798,0,0,0,499191,1009973,"",0,0,12658,0,0,46358,1068989,1068989,0
"397","",86,2024,"MISSION CREEK","7-021.02","Single Annual Report","Entire Basin","Metered wells and estimate of unmetered well use based on population in areas outside of municipal water service areas. Imported surface water from adjacent subbasin based on metered well and metered usage. ",13646,"",13341,0,0,0,305,629,"Undetermined but estimated to be mostly urban use by minimal pumpers who are not required to report production to Coachella Valley Water District  (<25 AFY) or to Desert Water Agency (<10 AFY)",281,0,0,0,500,12236,13646,13646,0
"398","412",NA,2024,"MODESTO","5-022.02","Single Annual Report","Entire Basin","Groundwater volume was obtained by measurements provided by Agencies or Cities, and by estimates using the Groundwater model C2VSimTM. Surface water supply was obtained by measurements of Agencies, water rights (eWRIMS) data in conjunction with demands simulated by the C2VSimTM model.",550300,"",260800,0,0,0,289500,474600,"",0,0,0,0,0,75700,550300,550300,0
"399","402",NA,2024,"MONTECITO","3-049","Single Annual Report","Entire Basin","Metered deliveries of surface water, in-kind water delivered under the existing water supply agreement with the City of Santa Barbara, and municipal groundwater extractions. Groundwater extractions from private well owners largely estimated. ",4310,"Delivery of in-kind desalinated water via water supply agreement between Montecito Water District and the City of Santa Barbara",943,1395,0,0,2220,0,"Domestic use (approx. 161 AF; groundwater extracted by water companies within the Basin); Primarily Landscape Irrigation (approx. 659 AF; groundwater extracted by private well operators)",0,0,0,0,820,3490,4310,4558,248
"400","476",NA,2024,"MONTEREY","3-004.10","Single Annual Report","Entire Basin","Based on (1) metered urban use in the Marina-Ord Area, (2) reported agricultural pumping in the Corral de Tierra Area by the MCWRA Groundwater Management System (GEMS), and (3) reported urban water use in the Corral de Tierra Area through GEMS and the State Water Resources Control Board's (SWRCB's) Division of Drinking Water. MCWRA’s Groundwater Reporting Program allows 3 different reporting methods: water flowmeter, electrical meter, or hour meter. Method of measurement is not available for data from the SWRCB but 71% of the water systems meter their groundwater use.",4510,"",4510,0,0,0,0,310,"Rural Domestic",0,0,0,0,133,4068,4511,4510,-1
"401","442",NA,2024,"MOUND","4-004.03","Single Annual Report","Entire Basin","Agricultural groundwater estimated based on numerical model inputs, surface water based on direct metered volumes and estimated from purchases, urban groundwater based on reported values from each district, native vegetation calculated using numerical model.",11828,"",10165,0,0,0,1663,3198,"",0,0,0,911,0,7719,11828,11828,0
"402","475",NA,2024,"NAPA VALLEY","2-002.01","Single Annual Report","Entire Basin","Methods used to determine total Subbasin water use include direct measurements made by meters, estimates developed using the Napa Valley Integrated Hydrologic Model, and other estimates made for direct measurements not yet available from other agencies at the time of report preparation. Due to the limited availability of some data obtained from other agencies, such as water use by small public water systems and surface water diversions reported to the SWRCB, Water Year 2024 water use estimates developed for this Annual Report are considered preliminary and subject to revision in subsequent annual reports and GSP updates. Please see the method descriptions provided in other sections of this Annual Report submittal for additional information.",32200,"",16210,0,1140,0,14850,12750,"Self-Supplied Users (Domestic wells)",0,0,0,0,2870,16580,32200,32200,0
"403","",89,2024,"NILES CONE","2-009.01","Single Annual Report","Entire Basin","Water Use is metered or gaged by Agency and/or Water Source Type. ACWD sources include local surface water from the Alameda Creek Watershed (measured by stream gage), extracted groundwater (with non-ACWD wells metered through the Replenishment Assessment Program), SWP (metered), SFPUC (metered), Lake Del Valle (metered), and Semitropic Water Storage District (metered). Local surface water from the Alameda Creek Watershed, as well as some SWP and Semitropic Water Storage District water, was used for managed aquifer recharge, which is recovered as groundwater pumping and other groundwater demands. Therefore, the numerical Total Water Use is not a net water supply value. Water Use by Non-ACWD Owned/Operated Wells and the City of Hayward Distribution System (via SFPUC) are also metered.",58225,"Includes water imported from the SWP (6,952 AF), SFPUC (11,093 AF), Lake Del Valle (9,329 AF), Semitropic Water Storage District (0 AF), and the City of Hayward Distribution System via SFPUC (1,179 AF). Note that 36 AF of recycled water from the City of Hayward Distribution System is accounted for in the 'Recycled Water' field (column G). Note that some SWP water was used for managed aquifer recharge, which is recovered as groundwater pumping and other groundwater demands.",16459,28552,36,0,13178,54,"""Non-Revenue Water"" (2,498 AF), ""Desal to SF Bay"" (2,969 AF), and ""ARP"" (114 AF) were added as Water Use Sectors to account for water that could not be appropriately categorized under SGMA water use sectors. ""Non-Revenue Water"" is the amount of water supplied to the ACWD distribution system less the summation of meter readings for which customers were billed. Non-Revenue Water includes non-billed consumption (fire flows, distribution system flushing, etc.) plus real and apparent losses. ""Desal to SF Bay"" is brine and brine dilution water discharged from the Desalination Facility as wastewater and discharged to San Francisco Bay. ""ARP"" is the Aquifer Reclamation Program. Groundwater classified under ""ARP"" is water extracted to improve basin water quality, but is not supplied to the Desalination Facility for potable reuse.",5000,13178,0,0,5582,34411,45047,58225,13178
"404","416",NA,2024,"NORTH AMERICAN","5-021.64","Single Annual Report","Entire Basin","Direct through meters and weirs or estimated by groundwater model",560600,"",237300,0,6100,0,320400,377600,"Remediation",53970,0,0,0,3100,125930,560600,563800,3200
"405","304",NA,2024,"NORTH SAN BENITO","3-003.05","Single Annual Report","Entire Basin","Model Estimate for groundwater pumping",114960,"CVP",99455,15084,421,0,0,107173,"",0,0,0,0,0,7788,114961,114960,-1
"406","460",NA,2024,"NORTH YUBA","5-021.60","Single Annual Report","Entire Basin","Groundwater extraction is estimated for Urban using metered data received from California Water Service Company for the City of Marysville. Agricultural and Rural Residential are estimated using the Yuba Groundwater Model (YGM). Surface water is estimated using the YGM and is the amount of surface water diverted to meet agricultural demand. This includes the surface water consumptively used by the crop and the surface water that percolates to the groundwater system as part of the irrigation process. These surface water values differ from diverted amounts in that they do not include conveyance losses and operational flows (the amount diverted at the headgate but not used and spilled at a downstream location).",150940,"",41450,0,0,0,109490,148660,"Rural Residential",0,0,0,0,450,1830,150940,150940,0
"407","419",NA,2024,"OXNARD","4-004.02","Single Annual Report","Entire Basin","meters, reported sales",133543,"",34108,0,1804,0,90579,27768,"Domestic",0,80533,0,0,1091,24151,53010,126491,73481
"408","",83,2024,"PAJARO VALLEY","3-002.01","Single Annual Report","Entire Basin","Total water use in the Pajaro Valley Basin during water year 2024 was 47,086 acre-feet. Surface water supply use is measured through direct measurement by flow meters that have an accuracy of +/- 1.5 % or estimated using a mass balance approach and measurement of inflows. Metered groundwater use is measured through direct measurement by flow meters that have an accuracy of +/- 5.0 %. For non-metered commercial production facilities, average annual demand is based off the adopted estimated annual water demand rates for the following land uses: residential (0.5 acre-feet per year [AFY] per dwelling unit), apple orchard (1.0 AFY per cultivated acre), greenhouse operation (4.0 AFY per cultivated acre), mushroom operation (1.5 AFY per 100 tons of mushrooms produced), golf course and other turf (3.2 AFY per acre), non-irrigated agriculture (0.0 AFY per acre), all other agriculture (2.5 AFY per cultivated acre), and all other commercial operations (1.5 AFY per 1.0 acre-feet of wastewater produced). If a non-metered commercial water production facility serves more than one land use, total annual water production of the facility shall be estimated as the sum of all such uses on the prorated basis of the indices established above. Total annual demand shall be presumed to be evenly divided between the period of January through June and the period of July through December. The annual water demand of a water production facility located on residential land and used for residential purposes only is estimated at 0.5 acre-feet per year per dwelling unit served. This demand is based on average annual water use data from rural residential water providers Aromas Water District, Central Water District, and San Andreas Mutual Water Company.",47086,"The Harkins Slough Managed Aquifer Recharge and Recovery Facility diverts surface water from Harkins Slough and conveys it to a recharge basin where it percolates into the surficial aquifer of the San Andreas Terrace located near the coast. PV Water utilizes a series of wells to recover recharged water and delivers it to coastal farms through the Coastal Distribution System.",42681,186,2877,0,1342,36718,"Rural Residential - Unmetered residential water users in rural settings",548,1087,0,0,1454,7279,45999,47086,1087
"409","399",NA,2024,"PASO ROBLES AREA","3-004.06","Single Annual Report","Entire Basin","Combination of directly measured volumes from Metered Municipal Wells, Metered SW Deliveries, and estimated volumes using OpenET and the Groundwater Model.",79889,"",75077,0,0,0,4811,70900,"Rural Domestic, Golf Course and Small Public Water System",0,0,0,0,3134,5855,79889,79888,-1
"410","440",NA,2024,"PETALUMA VALLEY","2-001","Single Annual Report","Entire Basin","Direct metered for public water supply systems, including municipal, and industrial. Land use estimates for all other users.",12047,"",2701,0,1144,0,8202,2736,"Rural residential, non-municipal public water supply systems, unincorporated area commercial, and irrigated turf for unincorporated area golf courses, cemeteries, and playing fields",292,0,0,0,1815,7496,12339,12047,-292
"411","449",NA,2024,"PIRU","4-004.06","Single Annual Report","Entire Basin","Electrical Efficiency, Water Meter, Domestic",8909,"",7962,0,0,0,947,8243,"",0,0,0,0,0,666,8909,8909,0
"412","415",NA,2024,"PLEASANT VALLEY","4-006","Single Annual Report","Entire Basin","meters, reported sales",25762,"",4579,0,2213,0,7222,10723,"Domestic",0,0,0,0,58,8146,18927,14014,-4913
"413","401",NA,2024,"PLEASANT VALLEY","5-022.10","Single Annual Report","Entire Basin","Flow Meters",39120,"",28604,0,952,0,10516,32250,"",0,0,0,0,0,200,32450,40072,7622
"414","471",NA,2024,"RED BLUFF","5-021.50","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/ per capita water use, metered municipal water use, and estimates based on historic water rights data for dry and critical years",97500,"",95800,0,0,0,1700,90600,"Rural Residential",0,0,0,0,3300,3600,97500,97500,0
"415","483",NA,2024,"RIVERSIDE-ARLINGTON","8-002.03","Single Annual Report","Entire Basin","A meter is used to determine the volume",33791,"",24859,0,0,0,8932,8932,"",0,0,0,0,0,24859,33791,33791,0
"416","406",NA,2024,"SAN ANTONIO CREEK VALLEY","3-014","Single Annual Report","Entire Basin"," evapotranspiration data; Google Earth aerial survey for rural domestic land use and published groundwater demand factors based on lot size (Tetra Tech, 2010).",14000,"",14000,0,0,0,0,13100,"Rural Domestic",0,0,0,0,180,690,13970,14000,30
"417","459",NA,2024,"SAN JACINTO","8-005","Single Annual Report","Entire Basin","Combination of metered and estimated usage",98847,"",27521,0,14082,0,57244,15710,"Recycled water used for landscape irrigation and other unspecified applications. ",0,0,1639,0,4211,77287,98847,98847,0
"418","441",NA,2024,"SAN LUIS OBISPO VALLEY","3-009","Single Annual Report","Entire Basin","Surface water is used for municipal purposes by the City of San Luis Obispo, and sources are metered. Small public water systems' groundwater use is metered. Rural domestic groundwater use was estimated based on water use factors and aerial imagery. Agricultural groundwater extractions were estimated using the soil-water balance model.",11047,"",5760,0,0,0,5287,4600,"Small public water systems and rural domestic",0,0,0,0,1160,5287,11047,11047,0
"419","437",NA,2024,"SAN PASQUAL VALLEY","9-010","Single Annual Report","Entire Basin","Groundwater production data and pumping estimates were based on modeled estimates for similar water year types. In addition, a small amount of water is imported from the City of Escondido and one agricultural parcel is irrigated with groundwater from a well outside the Basin (see Appendix I of the GSP).",5293,"Imported Applied Water",5293,63,0,0,0,5353,"",0,0,0,0,0,3,5356,5356,0
"420","",84,2024,"SANTA CLARA","2-009.02","Single Annual Report","Entire Basin","Metered (most use) or estimated using table of average uses or crop factors (estimated groundwater use). The distribution of 15,500 AF of recycled water in the various water use sectors is based on the distribution ratio from 2023 data because the 2024 data is not available yet. Note - Industrial use for all water sources except recycled water is grouped with municipal use under Urban water use sector because we don't have data to distinguish between municipal and industrial use.",238600,"",82900,0,15500,0,140200,4110,"",7640,87300,0,0,0,226850,238600,238600,0
"421","390",NA,2024,"SANTA CLARA RIVER VALLEY EAST","4-004.07","Single Annual Report","Entire Basin","All water sources and water use sectors are metered, except for the rural domestic groundwater use sector. ",65486,"",21194,0,257,0,44035,3620,"Rural domestic use was estimated at 500 AF. A small public water system (non-urban) recorded use of 2,394 AF. Golf courses used 497 AF. An additional 570 AF was used for groundwater quality remediation pumping.",0,0,0,0,3961,57905,65486,65486,0
"422","426",NA,2024,"SANTA CRUZ MID-COUNTY","3-001","Single Annual Report","Entire Basin","Municipal groundwater use is metered. Soquel Creek WD surface water use is metered. City of Santa Cruz surface water use is estimated based on total City of Santa Cruz metered water demand proportioned in the Santa Cruz Mid-County Basin by land use. Private domestic, agricultutal, and institutional groundwater uses are estimated based on land use.",8382,"",4688,0,0,0,3694,315,"private domestic and institutional",0,0,0,0,867,7200,8382,8382,0
"423","396",NA,2024,"SANTA MARGARITA","3-027","Single Annual Report","Entire Basin","Municipal groundwater and surface water use is metered. Private domestic, private non-domestic, and industrial groundwater uses are estimated based on land use. Recycled water use is metered by SVWD. ",3726,"",2348,0,149,0,1229,0,"small water system, private domestic, and non-domestic uses including landscaping and landscape pond filling",32,0,0,0,449,3246,3727,3726,-1
"424","462",NA,2024,"SANTA MONICA","4-011.01","Single Annual Report","Entire Basin","Total water use is the combination of reported groundwater extractions, estimated groundwater extractions, and estimated imported water use. ",66742,"",5377,0,51,0,61314,0,"Groundwater extracted for remediation of groundwater contamination.",0,0,0,0,135,66607,66742,66742,0
"425","394",NA,2024,"SANTA ROSA PLAIN","1-055.01","Single Annual Report","Entire Basin","Direct metered for public water supply systems, including municipal. Land use estimates for all other users.",46594,"",17898,0,5054,0,23643,9967,"Rural residential, non-municipal public water supply systems, unincorporated area commercial, and irrigated turf for unincorporated area golf courses, cemeteries, and playing fields",0,0,0,0,9422,27206,46595,46595,0
"426","450",NA,2024,"SANTA YNEZ RIVER VALLEY","3-015","Single Annual Report","Entire Basin","Compilation of data from multiple sources and self-reported data (estimated using various methods) acquired through stakeholder outreach.",55861,"",39458,0,0,0,16403,38526,"",0,0,0,0,0,17335,55861,55861,0
"427","431",NA,2024,"SCOTT RIVER VALLEY","1-005","Single Annual Report","Entire Basin","Sum of surface and groundwater use. ",65240,"",35720,0,0,0,29520,34720,"Surface water use is not divided into water use sectors and is estimated as a total value. ",0,2540,0,0,29520,1000,65240,65240,0
"428","427",NA,2024,"SHASTA VALLEY","1-004","Single Annual Report","Entire Basin","Groundwater flow model output, urban population per capita water use, Watermaster records",113000,"",41800,0,0,0,71200,109500,"",0,0,0,0,0,3500,113000,113000,0
"429","447",NA,2024,"SIERRA VALLEY","5-012.01","Single Annual Report","Entire Basin","Domestic, Totalizer, Estimated from model results and reported diversion data, Estimated from previously reported diversions, Weir",47861,"",8766,0,0,0,39095,46908,"",0,0,0,0,0,953,47861,47861,0
"430","458",NA,2024,"SOLANO","5-021.66","Single Annual Report","Entire Basin","Total water use was calculated from model estimates and direct meter readings",654380,"",148410,0,0,6210,505970,514770,"",0,0,92010,10220,0,37380,654380,660590,6210
